id;date;x;y
23;02/06/2019 16:30;47.2299614;-2.391619921
27;02/06/2019 16:30;47.22880173;-2.393300056
43;02/06/2019 16:30;47.22491074;-2.389760017
19;02/06/2019 16:30;47.22570038;-2.389669895
1;02/06/2019 16:35;47.2253418;-2.405989885
10;02/06/2019 16:35;47.22219849;-2.401599884
11;02/06/2019 16:35;47.22549057;-2.397949934
12;02/06/2019 16:35;47.22480011;-2.400599957
13;02/06/2019 16:35;47.22439957;-2.399300098
14;02/06/2019 16:35;47.2242012;-2.40260005
15;02/06/2019 16:35;47.22229004;-2.400619984
16;02/06/2019 16:35;47.22320175;-2.404200077
17;02/06/2019 16:35;47.22259903;-2.404500008
18;02/06/2019 16:35;47.22480011;-2.397700071
19;02/06/2019 16:35;47.22409821;-2.397409916
2;02/06/2019 16:35;47.22439957;-2.403700113
20;02/06/2019 16:35;47.22280121;-2.405499935
21;02/06/2019 16:35;47.22380066;-2.395999908
22;02/06/2019 16:35;47.22491074;-2.404750109
23;02/06/2019 16:35;47.2285881;-2.402719975
24;02/06/2019 16:35;47.22661972;-2.400870085
25;02/06/2019 16:35;47.22225952;-2.402159929
26;02/06/2019 16:35;47.22399902;-2.394000053
27;02/06/2019 16:35;47.22669983;-2.404799938
28;02/06/2019 16:35;47.22658157;-2.399950027
29;02/06/2019 16:35;47.22439957;-2.406399965
3;02/06/2019 16:35;47.2278595;-2.403480053
30;02/06/2019 16:35;47.22531128;-2.402339935
31;02/06/2019 16:35;47.22357178;-2.406689882
32;02/06/2019 16:35;47.22549057;-2.40282011
33;02/06/2019 16:35;47.22779846;-2.402699947
34;02/06/2019 16:35;47.22750092;-2.404200077
35;02/06/2019 16:35;47.22637939;-2.397079945
36;02/06/2019 16:35;47.22610092;-2.406500101
38;02/06/2019 16:35;47.22600174;-2.389699936
39;02/06/2019 16:35;47.22729874;-2.398600101
4;02/06/2019 16:35;47.22563934;-2.401079893
40;02/06/2019 16:35;47.22745132;-2.40031004
41;02/06/2019 16:35;47.22249985;-2.398600101
42;02/06/2019 16:35;47.22269821;-2.398979902
43;02/06/2019 16:35;47.22314835;-2.398960114
44;02/06/2019 16:35;47.22229004;-2.40357995
45;02/06/2019 16:35;47.22243881;-2.404249907
46;02/06/2019 16:35;47.22158051;-2.399049997
47;02/06/2019 16:35;47.22447968;-2.40079999
48;02/06/2019 16:35;47.2239418;-2.404550076
5;02/06/2019 16:35;47.2262001;-2.405200005
6;02/06/2019 16:35;47.22872162;-2.399349928
7;02/06/2019 16:35;47.22814178;-2.40783
8;02/06/2019 16:35;47.22584915;-2.400490046
9;02/06/2019 16:35;47.22830963;-2.399179935
1;02/06/2019 16:40;47.22267151;-2.417279959
10;02/06/2019 16:40;47.22029877;-2.413300037
11;02/06/2019 16:40;47.22385025;-2.408370018
12;02/06/2019 16:40;47.22249985;-2.407099962
